timestamp,name,accuracy,fraud_recall,fraud_precision,fraud_f1,roc_auc,pr_auc,fpr
2025-05-12 22:09:03,New Data,0.96995,0.9786957391478296,0.7780074739604039,0.8668881506090809,0.983556274931349,0.9814031638246977,0.031021532854825448
